"Feedback","Sentiment Label","Ratings",""
"Dr saji orthopedic is an asset of the hospital His way of treatingPatients is excellent We are happy.","1","5",""
"Best management best doctors and best services I am going to Narayana hrudayalaya since 15 years and always satisfied with the consultations and doctors.","1","5",""
"Excellent Prompt hospitality services During stay of 1 week Doctors paid continuous visits & responded as needed  promptly At one point they had to be vigilant whole night & saved the patient.","1","5",""
"Extremely knowledgeable and very good Doctors I have been admitted for a infection and lung issues Very courteous and professional supporting staff.","1","4",""
"We had to wait an hour despite having an appointment This isnâ€™t the first time this happened They have no understanding of how to manage the appointment queue itâ€™s just so random and unorganised and a lot of scope to improve.","1","3",""
"NH is one of the best hospital at hsr When we went there at first Mr Dileep Kumar coordinated the visit with our doctor and the visit was also comfortable and quick.","1","5",""
"Consulting uther dr babu  reddy sir past 2yars for cardiologist strong good treating well and we'll explaining  each and very thing take caring very much about patients  can recommend  to this dr babu reddy  sir  and hospital.","1","5",""
"Drs r very They listen all the issue of patients carefully.","1","5",""
"Best doctor available in narayana and also hospitality is very nice they provide a good and hyganic diet for patient Daily takes feedback related to their services.","1","4",""
"Very good service by the hospital staff and nursing and Doctors l am happy about Narayana Hospital HSR.","1","5",""
"Excellent service The staff were all so polite and Dr Saji was so amazing Would definitely recommend.","1","4",""
"Worst behaviour by ultrasound consultant She doesn't even speak properly she disconnects the calls in between Better to avoid We decided to do this from outside and move away from Narayana. ","0","1",""
"Look like Hospital doctors are well trained to ask patients to do unnecessary tests to generate more revenue for hospitals and they will also doctors will get some percentage from lab tests.","0","2",""
"We came for ultra sound for my wife Hospital staff are very helpful and friendly The lady named Sandhya assisting near ultrasound guided her to have water walk around and managing quote well all the patients","1","5",""
"Very pathetic experience I won't recommend this hospital to anyone.","0","1",""
"Blood test guy was also good with his service But their ultra-sound testing service is very poor Won't suggest to do that from hospital.","1","3",""
"Got a good experience during surgery of knee replacement for my mother.","1","5",""
"the quality of the hos has tumbled down drastically Their nursing station do not honour the appointment time and they are clueless when to send a patient again back to the doctor","0","2",""
"Everything was perfectly organised","1","4",""
"The staff was highly attentive and professional ensuring my comfort throughout my visit and The facility's cleanliness and organization were also impressive.","1","4",""
"I had many complications but she identified them at an early stage and continuously monitored the same to ensure a safe delivery During the delivery a smooth normal delivery","1","5",""
"A very poor experience of service by staffs food and they charge a bomb and Utter nonsense happened while I got admitted for a knee surgery.","0","2",""
"One of many prominent hospitals found in Bangalore Found good service when visited last time for an emergency visit All the necessary tests were done in quick time","1","4",""
"I spent a good 5 hrs in that hospital for tests and consultations While the doctors are good the helping staff have no clue Especially the utility staff.","1","3",""
"Poor experience for billing and Poor experience for billing.","1","3",""
"I went to the hospital for minor symptoms like a cold there were no problems but when I went to the hospital for an emergency there seemed to be a lot of problems.","0","1",""
"Grateful for the exceptional care and expertise at Manipal Hebbal Dr Shafalika and the staff made our visit stress immense appreciation and heartfelt thanks.","1","5",""
"Efficient and compassionate emergency care though opted for surgery elsewhere due to cost grateful for the supportive billing team's prompt refund assistance.","1","3",""
"I was thoroughly impressed with the level of care and professionalism The doctors and nurses were knowledgeable and took the time to explain my treatment plan in a way that I could understand","1","4",""
"The services are up-to international standards Just one thing which annoys is they charge you parking fee even if you are spending thousands of money for treatment","1","3",""
"The management in reception are not more active I booked appointment through IHO for cunsultation I struglled too much for my appointment Overall behavior of all staff menbers are polite.","1","3",""
"Horrible condition of everything Blocked toilets blocked sinks unclean floors patient bed is also shaking and making noises Hospital making lots of money still not using for renovations Pathetic.","0","1",""
"The comprehensive care provided by Manipal Hospital from the CCU and ICU units to the nursing stations was outstanding.","1","5",""
"High cost paid parking even on admittance Management with high number of inpatient capacity theyâ€™re extremely busy nursing multiple patients and some misses here.","1","3",""
"I recently visited this hospitality in Bangalore l I had a great experience Stars are very friendly and attentive Hospital is very clean and well maintained.","1","5",""
"Horrible experience after colonoscopy Staff was talking rudely to her and when she told that she was in pain she was told not to make noise.","0","1",""
"Came for annual health checkup faced lot of issue to start the process Even booked 2 days before No staff poor management for a health checkup 6 hours.","0","2",""
"We couldnâ€™t get an appointment with Dr Abhijit but needed to see him urgently for my mother She was so kind and proactive and spoke to the doctor immediately and he kindly agreed to see her.","1","4",""
"She helped with booking an appointment with lab tests as well as helping me with a consulting doctor and made sure I go through a smooth process when I'm on my low Hos service was good as well.","1","5",""
"The worst experience that I ever had at the hospital when I took my son to the emergency ward recently There was no bed in the emergency room for my son.","0","1",""
"Worst facility no proper treatment provided to the patient and before estimated the bill will be limited to the extend and post that itâ€™s gonna be double and triple for unwanted test been performed.","0","2",""
"No response from management properly and everything delay things never go smooth we need to wait for hours n hours even if the patient is under emergency they never take incharge of belonging","0","2",""
"Dear team hospital service and responsibilities of each staff was really good and pleasing she saved my energy and time as well Thanks.","1","5",""
"its simply four walls with marble floors and some people roaming around in green blue scrubs and some rooms that claim to be seating doctors Definitely not a hospital.","0","1",""
"adiology department is very clean and give good service I am happy.","1","4",""
"We do not have enough word to express our gratitude towards Dr Vijaya for her attention expertise behaviour and understanding towards patient.","1","5",""
"There has been a big issue is billing we were charged twice for room charges and insurance company also gave approval without a check for thier part of payment.","0","1",""
"The overall billing experiance made my impression as the management is just keen and making money be it even unethical.","1","3",""
"Hospital staff only provided an estimation post discharge estimation has changed and taken 60k extra.","0","2",""
"after take over by Manipal Management is not bothering about patients they need only Money.","0","2",""
"These walls have seen better days This establishment is looking like it's losing its zeal that was once loved and admired.","1","3",""
"The staff seem to have become less responsive and lax after covid or probably under the new management.","0","1",""
"I had an good experience in this Hospital where in the doctors are very helpful and experienced.","1","4",""
"Not so impressed with checkup but somehow have accepted Overall feels Not worthy.","1","3",""
"My experience was really good here Supportive staffs and nurses Thank you Manipal and Team.","1","5",""
"Worst experience Nurse station has no clue when doctor gonna see patient You will never find any doctor in their allotted room.","0","2",""
"Reception is eager to get the review even before service is delivered I got an appointment at 10:20 but it is changed to 11 AM I am not communicated on the same.","0","1",""
"May be the treatment is good depends on the doctor but worst nursing experience management is average and the cost of treatment especially is abruptly and absurdly high.","1","3",""
"Their cafeteria is an ABSOLUTE MESS Staff is clueless Apparently for health check up packages the menu is separate.","0","1",""
"We are convinced Henceforth we will continue our treatment here Keep up the Good work Manipal Hebbal.","1","5",""
"This is unexpected waste time is more here please go to near by hospital Government hospital is better than this bloody hospital.","0","1",""
"We were at manipal to get my father treated for CBAG and we had a wonderful experience.","1","4",""
"It was amazing consultation and so friendly with us In the starting reception miss Sowmya she is so friendly and very kind with us and she will do warm greetings with us.","1","4",""
"My sister got an admitted here for delivery treatment was given well n also care well by staff.","1","5",""
"hey get the patient admitted in the ICU for a silly reason and charge â‚¹60000  per day also they don't diagnose the patient properly and they don't care about the patients","0","1",""
"There is parking charge for both 2 & 4 wheelers And there is no point in booking an appointment as they won't stick to the timings for OP Managing needs to be streamlined","0","2",""
"We have been waiting more 2hr their is no doctor at least no response from management that doctor will late","0","1",""
"They add the charges for medicines which are not even prescribed.","0","1",""
"I had the worst experience prices are high and service is too bad that reception staff makes you wait for hours.","0","2",""
"I had the best treatment during my stay in hospital Now I am back to normal works.","1","4",""
"we are very grateful for the medical support and hospitality provided I highly recommend this hospital for its highly professional medical services.","1","4",""
"He helped me with everything and made my job easy Overall I had a great experience at manipal hospital hebbal.","1","5",""
"That was a great experience to have selected Manipal hospital Hebbal out of other competitors around.","1","4",""
"The treatment she received here was excellent She had multiple injuries but with the help of the doctors and staff here she is completely re overed now.","1","4",""
"I had worst experience in this hospital Simply they are charging more finally patient wil not get any solution.","0","2",""
"he took us through very smooth process for my mom's surgery and everything went well by God's grace.","1","5",""
"Excellent health care hospital and intelligent and humble doctors but fees structure is more.","1","3",""
"Very friendly staff Made our health package procedure smooth and hastle free.","1","5",""
"I didnt have hard copies of the report but she was so helpful tat she immediately gave me the hardcopy of the report for me.","1","5",""
"I had been struggling to find some vaccine that was needed for a foreign college admission the entire staff were helpful.","1","5",""
"Overall we got good treatment from the hospital faculty and the doctors.","1","4",""
"Dr Shridhar Singh(Ortho) he is such a scammer and remaining staff is good I must say he should be removed from hospital.","1","3",""
"Radiology department is good and radiology staffs are very helpfull specilly in radiology nurse swapna.","1","4",""
"manipal as a whole its good But this branch is literally useless no doctors.","1","3",""
"Great experience Mr Vishaal from International department was very helpful with the Dr appointments and all the tests Hassle free experience.","1","5",""
"very professional and friendly towards patients Staffs were also very kind and cooperative.","1","5",""
"Staff is so polite and friendly Doctors are kind and diagnosed throughly Had a great experience","1","4",""
"He spends quality time with me and explains my kidney issues and lays out a plan to handle these issues We are very happy with the hosp.","1","5",""
"Overall we have received very good service from Manipal Hospital Hebbal team.","1","5",""
"This is one worst hospital and money making.","0","1",""
"Manipal taking over Columbia Asia has made everything nonsense To take appointments I had to call 10 times","0","1",""
"I had a worst experience today doctor suggested sdp process to transfer platlets O+ blood is not available in labs in manipal hospital.","0","2",""
"Excellent health care hospital and intelligent and humble doctors","1","5",""
"they are just playing with the patients to earn money they donâ€™t give medicine which is prescribed by doctors and give local medicine","0","2",""
"one of the worst hospital no maintenance no communication and no humanity too Dr sunil cardio he is worst doc possible","0","2",""
"if any anyone is in critical emergency go to some other hospitals not for this govt hospitals are far better than this for them patients are ATM cards not just patients i request.","0","1",""
"Their expertise explanations and exceptional care made this a top-notch experience Highly recommend them for anyone seeking excellent dental care.","1","5",""
"I was admitted to manipal hospital for my surgery Nurses & doctors did their jobs really well Food was awesome & tasty","1","5",""
"It's expensive since I had insurance it was manageable but more more charges in parking.","1","3",""
"Don't go for opd they try to admit to emergency or make you wait like hell.","1","3",""
"Excellent hospitality Everyone made us feel comfortable and guided thru Eco and ECG tests.","1","5",""
"This hospital is nice All the sections are well organised and the staffs are also very polite really like this ambience and facilities.","1","4",""
"You may go for it without any second thought.","1","4",""
"it was hectic dealing with people at MANIPAL HEBBAL the doctors are amazing undoubtedly","1","3",""
"it was hectic dealing with people at MANIPAL HEBBAL the doctors are amazing undoubtedly but before we reach the doctors we deal with these buffoons and this is troublesome.","1","3",""
"The services are up-to international standards something which hampers the brand value of Manipal Other than that everything seems to be valuable.","1","3",""
"they will ask you to register first by paying 1000 and then tell that they donâ€™t have the medicine please try the other hospital.","0","1",""
"Helped us detect an important issue via blood test performed during our stay in emergency I initially thought why the blood test was expensive","1","4",""
"I can't thank you enough for the special excellent care you have provided and for the unique gift you are to your patients","1","5",""
"Thank you so much for the great care and surgery you performed on me.","1","4",""
"We are extremely very happy with his treatment From admission to discharge everything went smoothly.","1","5",""
"Very good and fast service.","1","4",""
"This hospital is nice All the sections are well organised and the staffs are also very polite.","1","5",""
"Doctors are good but the mangement and services provided are atmost negligent and pathetic.","1","3",""
"the treatment is good but bit costly.","1","3",""
"Doctor is very professional Good good service from all other staff.","1","4",""
"The ICU is clean spacious silent and had several patients Only one visitor was allowed at a time.","1","4",""
"My father is underwent Hip Replacement Surgery with Dr Navinchand We are really very happy with his surgery My father recovering very quickly.","1","5",""
"I had an exceptional experience at Manipal Hospital Found good service when visited last time for an emergency visit.","1","4",""
"Except the doctors everything was a mess.","0","2",""
"Poor experience for billing and Poor experience for billing.","0","2",""
"Facility staff and cleanliness is missing.","0","1",""
"Spl Mention for nursing staff who are patient and provided great support","1","5",""
"Hygiene conditions are poor I saw rats running around the emergency room.","0","2",""
"Hygiene conditions are poor I saw rats running around the emergency room.","1","4",""
"The care by the emergency team was prompt and quick The cost of surgery was expensive","1","3",""
"I was thoroughly impressed with the level of care and professionalism I encountered.","1","4",""
"Good hospital in the Hebbal Bengaluru area.","1","5",""
"Had only Anzio happened for 4 days of hospitalization before I rise my voice.","0","2",""
"Patient care staffs is excellent and dedicated excellent service of doctors were excellent in all ways thanks everything was good.","1","4",""
"First time got admitted here Horrible condition of everything Blocked toilets blocked sinks unclean floors patient bed is also shaking and making noises","0","2",""
"I recently visited this hospitality in Bangalore I had a great experience Stars are very friendly and attentive Hospital is very clean and well maintained.","1","5",""
"Dr Chandan and Dr Rehan Syed at Manipal Hospital deserve accolades for their exceptional expertise in angiogram angioplasty and heart surgery","1","5",""
"The hospital staff is pretty welcoming The services are up-to international standards Just one thing which annoys is they charge you parking fee","1","3",""
"Aisha the customer case supervisor was fantastic","1","4",""
"The worst experience that I ever had at the hospital when I took my son to the emergency ward recently.","0","2",""
"Worst facility no proper treatment provided to the patient and before estimated the bill will be limited to the extend and post that itâ€™s gonna be double and triple for unwanted test been performed","0","2",""
"Dear team hospital service and responsibilities of each staff was really good and pleasing.","1","5",""
"Its simply four walls with marble floors and some people roaming around in green blue scrubs and some rooms that claim to be seating doctors.","1","3",""
"Radiology department is very clean and give good service","1","5",""
"The facilities in the hospital are really good All the working staff and nurses does their jobs properly.","1","4",""
"The staff seem to have become less responsive and lax after covid or probably under the new management.","1","3",""
"I had an good experience in this Hospital where in the doctors are very helpful and experienced.","1","5",""
"1st star for well maintained hospital 2nd star for Finally got a treatment.","1","5",""
"Dr Suma mam treat was very friendly explain very detailed and taken care like a family member","1","5",""
"I had admitted my grandmother in Manipal Hospital My experience was really good here.","1","4",""
"Worst experience Nurse station has no clue when doctor gonna see patient You will never find any doctor in their allotted room.","1","4",""
"Reception is eager to get the review even before service is delivered.","0","2",""
"Doctors and Staffs are Professionals In front desk the way they welcome us with Folded hand namaste with Smile is amazing.","1","5",""
"May be the treatment is good depends on the doctor but worst nursing experience management is average and the cost of treatment especially is abruptly and absurdly high","1","3",""
"We were at manipal to get my father treated for CBAG and we had a wonderful experience here the doctor we first consulted","1","5",""
"It was amazing consultation and so friendly with us In the starting reception miss Sowmya she is so friendly and very kind with us and she will do warm greetings with us.","1","5",""
"Worst Experience This hospital doesn't deserve even one star it's too expensive and no proper treatment.","0","2",""
"There is parking charge for both 2 & 4 wheelers And there is no point in booking an appointment as they won't stick to the timings for OP Managing needs to be streamlined.","1","3",""
"Went to get my checkup Wasnâ€™t familiar with this hospital as this was my first visit Staff was very Friendly and helpful","1","5",""
"The management is worst.","1","4",""
"Really bad experience I'm truly baffled by all the 5 star reviews on the page I wonder if the doctor paid for them The service is really overpriced.","0","2",""
"I underwent bypass heart surgery ( MICABG ) at Manipal hospital Hebbal Bangalore on 05-09-2023 I had the best treatment during my stay in hospital.","0","1",""
"Mr Vishal and Dr Aradhana Sood were very welcoming and always ready to assist.","1","4",""
"Meet Dr Aradhana Sood The Dr is highly qualified and expert I am extremely happy with the consultation and the staff.","1","5",""
"I had the worst experience prices are high and service is too bad that reception staff makes you wait for hours nurses also don't know when will doctor come they don't have any list of patients.","0","2",""
"That was a great experience to have selected Manipal hospital Hebbal out of other competitors around.","1","4",""
"My daughter was admitted here when she had met with an accident The treatment she received here was excellent.","1","5",""
"Horrible experience after colonoscopy I sent my parents who live alone in bangalore for coloniscopy.","0","2",""
"Manipal is the Best Hospital in Bangalore.","1","5",""
"My uncle operated Knee replacement surgery in Manipal hospital Hebbal Excellent health care hospital and intelligent and humble doctors like Dr Kiran Chouka.","1","4",""
"Very friendly staff Made our health package procedure smooth and hastle free","1","4",""
"This hospital is nice All the sections are well organised and the staffs are also very polite Really like this ambience and facilities.","1","4",""
"Wonderful experience at the hospital I had been struggling to find some vaccine that was needed for a foreign college admission.","1","5",""
"My dad got treatment for bacterial meningitis in Manipal Hebbala Doctors Mr Anil and Mr Srinivasa Raju took care of him.","1","5",""
"I wish there would have been an option to give 0 star for Dr Shridhar Singh(Ortho) he is such a scammer and I must say he should be removed from hospital.","0","2",""
"Do not and I mean it Do not get ur test done here I got my MRI report in 4days My wife CT scan and blood report also they messed up","0","1",""
"Our first visit to the hospital Great experience Mr Vishaal from International department was very helpful with the Dr appointments and all the tests Hassle free experience.","1","5",""
"Update as of 15th Oct Ms Sharmila from MH dropped a note to me with details and I have responded with artefacts Hope I will get justice.","0","2",""
"Manipal taking over Columbia Asia has made everything nonsense  To take appointments I had to call 10 times.","0","2",""
"I will not recommend this hospital to anyone I had a worst experience today I have admitted my wife in hebbal manipal doctor suggested sdp process to transfer platlets","0","1",""
"I have severe abdominal pain n the customer care said he will arrange a video call with doctor to understand and suggest me medication but then no body turned n again","0","1",""
"one of the worst hospital no maintenance no communication and no humanity too Dr sunil cardio he is worst doc possible.","0","1",""
"Had an amazing dental procedure experience with Dr Sindhu and Dr Bhargav for my wife Manisha From start to finish they were professional caring and made me feel at ease.","1","4",""
"We have been consulting Dr Sunil Kumar Cardiology Dr Girish Nephrology Dr Udnur Pulmonology and Dr Abhijit Bhograj Diabetology since 2021 I must say they are a great team of doctors.","1","4",""
"I was admitted to manipal hospital for my surgery Nurses & doctors did their jobs really well.","1","5",""
"The staff is incompetent Dealing with them was tedious.","0","2",""
"Don't go for opd they try to admit to emergency or make you wait like hell I went in the morning with mild fever.","0","1",""
"Had consulted Cardiologist Dr Chandan Excellent hospitality by Dr Chandan and front desk Everyone made us feel comfortable and guided thru Eco and ECG tests.","1","5",""
"The hospital staff is pretty welcoming.","1","4",""
"I've admitted in labour ward for delivery the treatment is good but bit costly.","1","3",""
"This place is a nightmare they will ask you to register first by paying 1000 and then tell that they donâ€™t have the medicine please try the other hospital.","0","1",""
"Helped us detect an important issue via blood test performed during our stay in emergency.","1","4",""
"I can't thank you enough for the special excellent care you have provided and for the unique gift you are to your patients","1","5",""
"My aunt TKR Surgery done with Dr Ravichandra Kelkar We are extremely very happy with his treatment","1","4",""
"Very good and fast service Mr Vishal helped a lot and thanks to him we were able to receive the services and care within 20 minutes","1","5",""
"This hospital is nice All the sections are well organised and the staffs are also very polite.","1","4",""
"Doctors are good but the mangement and services provided are atmost negligent and pathetic","1","3",""
"Dr Bhargav and Dr Sindhu (Dental) are SUPER STARS Had been there last Saturday and today for my daughter's check up and consultation and they very patiently checked provided expert advice","1","4",""
"I went to Manipal hebbal for a check up The front desk person Somya was really courteous He helped me get paid with additional information","1","5",""
"My grandmother was admitted in cardiology department excellent doctors who explain condition prognosis and treatment plan in simple manner.","1","4",""
"it's is good experience Doctor are very nice they treat the patient very nice staff r very good.","1","5",""
"On Sunday staff are minimal non of the staff will help you at any cost if patient die even though they doesn't care for a single report they need 2 days of time.","0","2",""
"Doctors are knowledgeable in the hospital but Please beware of Mr Chinna Kesava head of billing and payment department He will charge you for some thing that is not in the prescription.","0","1",""
"The doctors are good but it is a very mismanaged hospital.","1","3",""
"The supervisor( Vivek) is not at working place not supervising anything really the management should look into it","0","2",""
"We have been coming to Manipal for our parents from last 2 years and have been getting a very cordial support from the staff and the team.","1","4",""
"It was amazing consultation at manipal hospital they were very kind and friendly I heartfully prefer everyone must visit manipal hospital thanks to dr indranil.","1","5",""
"Good and helpful staff doctor described issues clearly instead giving medicines directly","1","4",""
"Very good hospital in the area Management is little messy at times but not always.","1","5",""
"Don't go for health checkup packages here very bad management no one assists.","0","2",""
"I wish to give a rating which will shut down this hospital and cancel license for orthopedic surgeon Dr NavinChand Dambekodi They ended up killing my Dad.","0","1",""
"Worried about the humanity how this hospital treat emergency case","0","2",""
"Loved the services from all the staff staff members were very helpfuldr Santosh is very professional very much satisfied with the overall experience.","1","5",""
"Very good experience overall right from appointment booking to rescheduling promptness of the staff.","1","4",""
"This place is very unreasonablly expensive.","0","2",""
"I had been there for comprehensive health check up and was impressed to find very streamlined approach","1","5",""
"Attention to patient is bit lagging zero guidance & connectivity between departments for single patient.","0","2",""
"Coming here for the past 17 years the doctors are really good and the overall service is superb","1","4",""
"NU hospital provide excellent service for the patient They follow up everyday 3 to 4 times to the patient","1","5",""
"Like the hospital Affordable plan is easy to operate and saving me some money with the cash back discount","1","4",""
"The canteen provided excellent food and service","1","4",""
"they charge us to park our vehicle in their own hospital and make us wait for hours.","0","2",""
"We're coming here for quite a long time The staffs here are very friendly and helpful","1","5",""
"Room attendants are so kind and always make sure the room is cleaned and always replenish the amenities","1","5",""
"Doctors are so kind and always give updates regarding the patient and fees structure is more","1","3",""
"they did my transplant done successfully Hospital for giving second life for me","1","4",""
"Good service Front office staff is treated good and doctors also i will refer my family to this hospital.","1","5",""
"To earn money they will copy and paste the reports and if the patient ask for an explanation not even one doctor will be available.","0","2",""
"Exlent service about food and tast very good but staff is not nice","1","3",""
"Insurance department for helping with the process Overall Experience was really good.","1","5",""
"Some patients expressed dissatisfaction with waiting times for appointments.","0","1",""
"A few reviews mentioned issues with administrative processes.","0","2",""
"Specialized care and expertise in nephrology and urology.","1","4",""
"Professional and knowledgeable medical staff But Nurse are not knowledgeable","1","3",""
"Clean and well maintained facilities But doctors are too late","1","3",""
"I had a good experience during the time I spend in the hospital","1","4",""
"service is very good and nurse and front office staff are taking personal care plz visite","1","5",""
"Awesome hospital and its management is good all the staff are good and disciplined for their work","1","4",""
"they provide help and guidance every step of the way to get the best care possible.","1","5",""
"The Staff and doctors were not good and very poor  professional","0","1",""
"It's was good hospital and they all help us very well in parking system more fees structure","1","3",""
"the staffs of this hospital are realy helpful and the hospitality is excelent","1","4",""
"Good service in all staffs and well maintained","1","5",""
"I received excellent service in this hospital","1","5",""
"No proper management nothing is organised you will wait for hours with no proper response from staff they will put your patience to test","0","2",""
"there was a more delays on anything I am happy to get medication from this hospital","0","1",""
"Every single person we met at your hospital were so kind caring and friendly the  tremendous support recieved from the hospital from the first day","1","5",""
"good hearted person well qualified doctor and she has good sense of humour best hospital.","1","5",""
"Good experience overall Doctors are well experienced in Nephro and Urology Hospital staff is very helpful and cooperative.","1","4",""
"Once we arrived to the hospital she was always there to guide us through the procedures and even directions.","1","4",""
"No proper management they will put your patience to test","0","1",""
"they didn't explain complications and about the procedure before procedure was done But consent form it's written explained.","1","3",""
"I have only one complaint regarding consent taking for procedures didn't explain complications","0","2",""
"No helping nature no support All lab staff are worst no use of working as lab technician in that lab No support to each other.","0","1",""
"The place is very well maintained with cleaning happening throughout the day.","1","4",""
"Being a international travel with full insurance coverage this hospital was the best treatment we had so far","1","5",""
"who has contacted the very beginning when we got approved from Government and asked about the travelling time also if we needed any help from Airport to hotel","1","5",""
"i strongly recommend not to go that hospital very worst hospitality.","0","1",""
"Bad experience at the first i went for kidney stones remove consultation doctor did not give proper answer to the issue its just money eating hospital","1","3",""
"Worst staff please don't go that lab my personal advice to all the lab technician","0","2",""
"Best treatment for uro nephro issues our experience was pretty good admitted for kidney stone problem nursing doctors Well experienced.","1","4",""
"Doctor is very good and he is having patience to explain very well but more cost.","1","3",""
"After that doctor will see But when check waiting number was increasing","1","3",""
"if the patient is ready with report and other patients coming after them are getting consultation old patients have to wait.","0","2",""
"I came in with bad kidney pain and got help immediately Had a brief stay in the ER that was quite good.","0","2",""
"Excellent treatment from hospital Accommodation and food are good.","1","5",""
"Teartment wise really happy specially dialysis department Team work is good I will suggest to my know friends and family members to choose nu hospital","1","5",""
"he was so rude/mechanical towards patient pls train this doctor how to be empathetic towards patient first.","0","1",""
"Everybody is so well trained & loving right from cleaners helpers I would highly recommend this hospital.","1","4",""
"Very confer table but bit costly best treatment for kidny","1","3",""
"Very much helpful and friendly to patients I suggest dialysis patients to reach nu hospital","1","4",""
"took care of end to end process with out any burden to the patient attendees","1","5",""
"the too good service and treatment I feel to refer patients who needed Urology Nephrology treatment at NU hospital.","1","4",""
"Providing good health services And giving a well guidline regarding health care.","1","5",""
"Doctor consultation is excellent but the service from the the staff is not satisfied","1","3",""
"removed my all old reports from file and shuffled all the reports and once after uploading the report given the old report in teared manner which is very worst thing","0","2",""
"One of the best hospital to get treatment Hospital staff and doctors are very friendly and kind Hospital is very clean and tidy","1","5",""
"This hospital everyone is so good Very helpful also.","1","5",""
"They ensured I had a smooth prep surgery and follow-up I am so glad I chose (Nu hospital)","1","4",""
"waiting long time even before consultation and after consultation","0","2",""
"I am not no about inpatient service but excellent service by outpatient department thankyou once again.","1","3",""
"This is our pleasure to inform you that it's a great hospital and staff of customer care more professional and they are giving nice Hospitality.","1","4",""
"Doctors and co ordinators are very good supportive people and excellent service from staff","1","5",""
"Excellent service and good doctor Special thanks to Dr Aashish and Ranjitha madam she guided us excellent.","1","5",""
"Doctors are good but the toilets are very stinky smell everywhere in the reception also canâ€™t sit neatness should maintain near restroom","1","3",""
"Good hospital and staffs are nice good service and I will suggest cleanness.","1","3",""
"He has explained the diagnosis in detail and the treatment procedures very clearly Pharmacy staffs were also very kind and fast in providing their service","1","4",""
"One of the best hospitals I have visited in India Friendly and welcoming care from nurses and insurance staffs.","1","4",""
"the toilets are very stinky smell everywhere in the reception also canâ€™t sit neatness should maintain near restroom","0","2",""
"Pharmacy staffs needs to be more professional in checking the doctorâ€™s prescription and writing the dose on the medicine.","1","3",""
"more cost in parking system so worst experience but Good Service from the staff team and doctors","0","2",""
"It's good Hospital we come as a walk in to See urologist but they guide very well and nice atmospher and supportive staff.","1","4",""
"The hospital is very hygienic Overall the experience was very hassle free as everything was very well managed and organized.","1","4",""
"Enjoyed the local food served at the hospital cafeteria The management ensured that we were comfortable","1","5",""
"I m satisfied with the service But it seams bit costly compared  with othere hospitals.","1","3",""
"it's more costly compared to the other hospital worst toilets cleaning","0","2",""
"Good hospital for all kind of neurology and urology well hygiene and organised hospital all kind of testing laboratory related to kindney is available","1","4",""
"We had a great experience and appreciate it Will recommend to family and friends.","1","5",""
"they have told me that you need to wait for sometime because first you need to tell all the history of the patient to other doctor then you can meet the main doctor","0","2",""
"she have misplaced our reports and we didnâ€™t get that reports only after that.","0","1",""
"She is such a ill mannered doctor without any ethics Please guys donâ€™t consult her for future visits.","1","3",""
"The hospital building itself was well maintained and hygienic with facilities staff keeping to the highest standards.","1","4",""
"Hi NU is very Good hospital All the staffs and doctors are friendly They have very Good team.","1","5",""
"Only go to this hospital if you are not in need of immediate care and have the time to wait for hours [at least 3 hours] just to meet the doctor.","0","2",""
"They are so efficient and excellent in making their patients wait You do need a lot of patience to be a patient here.","0","2",""
"You'd reach this hospital faster from Silk Board despite the traffic than meeting the doctor.","1","3",""
"Experienced doctors and Management staff  Clean and systematic hospital.","1","4",""
"The staff at NU hospital has been very helpful and kind The services provided for the patient was excellent.","1","5",""
"Excellent Drâ€™s are here in NU Hospital They treated very well I am very happy with the treatment","1","4",""
"I never thought we will be taken care at such a level She exceeded our expectations and made our medical trip smooth","1","4",""
"I wish NU HOSPITAL should do more progress in future to cater the needs of the new urological and renal dieases","1","3",""
"They ensured I had a smooth prep surgery and follow-up made our journey easy.","1","4",""
"NU Hospital is one of the clean hispitals I have ever visited though it does not have a numbering system for the Queue.","1","5",""
"NU Hospitals believes in patient centricity and is committed to providing the best outcomes and care to its patients.","1","4",""
"The doctors were very professional and available anytime The nursing staff were very attentive and kind","1","5",""
"Most of all the International coordinators were very helpful and always with a smile and ready to assist you","1","5",""
"when a person enter to a hospital that is a very stressful time and if there is some communication issues then it will be really tuff at the customer end.","1","5",""
"At the start I believe to show the relevant doctors and to do the test it took a long time.","0","1",""
"NU hospital weâ€™re eternally grateful for your hospitality and knowledge","1","4",""
"As per the communication some of the staff was very good but some was a little rude","1","3",""
"I believe this was a miscommunication from the hospital side And it was noticed by the person in the scan room.","0","2",""
"However during discharge process I felt it there was a delay both hospital and Aasanda side.","0","2",""
"I believe in future from hospital side you can make arrangements by taking into consideration to improve communication with customer.","1","3",""
"looking at customer view point like waiting for several hrs at hospital for nothing","0","2",""
"Good service and excellent treatments  from doctor's and staff","1","4",""
"The doctors the nurses and every single staff at NU Hospitals were committed to what they are doing As a patient I felt home being at NU Hospital","1","4",""
"Itâ€™s so hard to just sit and wait at Operation theater the operation was conducted successfully.","1","3",""
"All staffs are good Thank you for Dr Krishna prasad and Dr Imran Khan for giving time and details explanations of my condition","1","5",""
"He was very patient and was of great help for us throughout the admin process","1","5",""
"The nurses were super friendly and they will never leave your side if you need attention at anytime while you are admitted.","1","4",""
"I believe the service I mentioned about doing the test have been improved as I have met someone who did all test with in one to two weeks.","1","3",""
